close,rsi,ema_fast,ema_slow,momentum,label
76009.46,50.57,76067.5,76071.18,-497.75,SELL
75899.98,50.96,76120.41,76080.59,-462.79000000000815,SELL
75675.05,43.18,76148.44,76040.35,-1071.3600000000006,BUY
75834.65,48.48,76191.04,76013.09,-618.2900000000081,SELL
75781.18,53.62,76205.4,75984.53,-228.2800000000134,SELL
75545.62,47.13,76188.56,75974.29,-354.3600000000006,BUY
75610.21,46.4,76099.38,75963.75,-64.83999999999651,SELL
75023.43,38.57,75991.19,75946.69,-811.2200000000012,BUY
75698.51,46.47,75842.0,75927.4,-82.66999999999825,SELL
75549.99,43.23,75718.13,75916.45,4.370000000009895,BUY
75650.04,38.17,75663.17,75936.55,39.829999999987194,BUY
76336.15,49.68,75660.49,75966.91,1312.7200000000012,BUY
76370.45,45.07,75698.88,75991.32,671.9400000000023,SELL
76297.99,47.84,75709.65,76015.92,748.0,BUY
77604.71,67.89,75806.41,76065.42,1954.6700000000128,SELL
77521.48,68.3,75951.01,76106.04,1185.3300000000017,BUY
77523.0,71.96,76101.37,76113.79,1152.550000000003,BUY
77994.93,73.9,76399.42,76147.63,1696.9399999999878,BUY
78010.72,74.87,76615.14,76151.9,406.00999999999476,BUY
78012.79,79.03,76882.35,76180.82,491.3099999999977,SELL
78010.92,78.67,77163.33,76248.07,487.91999999999825,SELL
78001.95,91.27,77356.6,76327.79,7.0200000000040745,BUY
78157.41,89.8,77575.55,76434.99,146.69000000000233,BUY
78300.0,94.6,77841.15,76538.86,287.2100000000064,SELL
78236.05,92.44,77905.35,76650.93,225.13000000000466,BUY
78840.94,92.23,78026.55,76806.14,838.9900000000052,BUY
79045.75,92.65,78173.55,76970.31,888.3399999999965,BUY
79272.9,95.2,78268.24,77198.65,972.8999999999942,SELL
78743.59,72.65,78340.77,77367.94,507.5399999999936,BUY
78900.0,76.65,78430.49,77563.25,59.05999999999767,BUY
79022.39,77.69,78538.12,77764.35,-23.360000000000582,SELL
78846.62,67.66,78649.85,77914.27,-426.27999999999884,SELL
78436.68,57.59,78723.83,78057.57,-306.9100000000035,BUY
78762.69,61.98,78800.32,78224.07,-137.30999999999767,SELL
78607.95,59.09,78888.08,78286.61,-414.4400000000023,SELL
78178.23,52.38,78855.4,78346.98,-668.3899999999994,BUY
78424.29,53.52,78797.19,78417.63,-12.389999999999418,SELL
78359.23,50.8,78688.59,78451.02,-403.4600000000064,SELL
77939.92,46.36,78635.78,78472.77,-668.0299999999988,SELL
